id,content_type,category_id,category_name,grade_id,grade_name,item,description
CCSS.ELA-LITERACY.RL.11-12.5,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,5,"Analyze how an author's choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact."
CCSS.ELA-LITERACY.RL.11-12.6,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,6,"Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement)."
CCSS.ELA-LITERACY.RL.11-12.7,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,7,"Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)"
CCSS.ELA-LITERACY.RL.11-12.8,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,8,(RL.11-12.8 not applicable to literature)
CCSS.ELA-LITERACY.RL.11-12.9,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,9,"Demonstrate knowledge of eighteenth, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics."
CCSS.ELA-LITERACY.RL.11-12.10,ELA-LITERACY,RL,Reading: Literature,11-12,Grade 11-12,10,"By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range.  By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11-CCR text complexity band independently and proficiently."
CCSS.ELA-LITERACY.RST.11-12.1,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,1,"Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account."
CCSS.ELA-LITERACY.RST.11-12.2,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,2,"Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms."
CCSS.ELA-LITERACY.RST.11-12.3,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,3,"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text."
CCSS.ELA-LITERACY.RST.11-12.4,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 11-12 texts and topics."
CCSS.ELA-LITERACY.RST.11-12.5,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,5,"Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas."
CCSS.ELA-LITERACY.RST.11-12.6,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,6,"Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved."
CCSS.ELA-LITERACY.RST.11-12.7,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,7,"Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem."
CCSS.ELA-LITERACY.RST.11-12.8,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,8,"Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information."
CCSS.ELA-LITERACY.RST.11-12.9,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,9,"Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible."
CCSS.ELA-LITERACY.RST.11-12.10,ELA-LITERACY,RST,Science & Technical Subjects,11-12,Grade 11-12,10,"By the end of grade 12, read and comprehend science/technical texts in the grades 11-CCR text complexity band independently and proficiently."
CCSS.ELA-LITERACY.SL.11-12.1,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,1,"Initiate and participate effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grades 11-12 topics, texts, and issues, building on others' ideas and expressing their own clearly and persuasively."
CCSS.ELA-LITERACY.SL.11-12.1.a,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,1a,"Come to discussions prepared, having read and researched material under study; explicitly draw on that preparation by referring to evidence from texts and other research on the topic or issue to stimulate a thoughtful, well-reasoned exchange of ideas."
CCSS.ELA-LITERACY.SL.11-12.1.b,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,1b,"Work with peers to promote civil, democratic discussions and decision-making, set clear goals and deadlines, and establish individual roles as needed."
CCSS.ELA-LITERACY.SL.11-12.1.c,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,1c,"Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives."
CCSS.ELA-LITERACY.SL.11-12.1.d,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,1d,"Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task."
CCSS.ELA-LITERACY.SL.11-12.2,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,2,"Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data."
CCSS.ELA-LITERACY.SL.11-12.3,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,3,"Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used."
CCSS.ELA-LITERACY.SL.11-12.4,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,4,"Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks."
CCSS.ELA-LITERACY.SL.11-12.5,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,5,"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
CCSS.ELA-LITERACY.SL.11-12.6,ELA-LITERACY,SL,Speaking & Listening,11-12,Grade 11-12,6,"Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate. (See grades 11-12 Language standards 1 and 3 here for specific expectations.)"
CCSS.ELA-LITERACY.W.11-12.1,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
CCSS.ELA-LITERACY.W.11-12.1.a,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1a,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
CCSS.ELA-LITERACY.W.11-12.1.b,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1b,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience's knowledge level, concerns, values, and possible biases."
CCSS.ELA-LITERACY.W.11-12.1.c,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1c,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
CCSS.ELA-LITERACY.W.11-12.1.d,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1d,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.11-12.1.e,ELA-LITERACY,W,Writing,11-12,Grade 11-12,1e,Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-LITERACY.W.11-12.2,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
CCSS.ELA-LITERACY.W.11-12.2.a,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2a,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-LITERACY.W.11-12.2.b,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2b,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic."
CCSS.ELA-LITERACY.W.11-12.2.c,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2c,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
CCSS.ELA-LITERACY.W.11-12.2.d,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2d,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
CCSS.ELA-LITERACY.W.11-12.2.e,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2e,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.W.11-12.2.f,ELA-LITERACY,W,Writing,11-12,Grade 11-12,2f,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
CCSS.ELA-LITERACY.W.11-12.3,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
CCSS.ELA-LITERACY.W.11-12.3.a,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3a,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
CCSS.ELA-LITERACY.W.11-12.3.b,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
CCSS.ELA-LITERACY.W.11-12.3.c,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3c,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
CCSS.ELA-LITERACY.W.11-12.3.d,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3d,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
CCSS.ELA-LITERACY.W.11-12.3.e,ELA-LITERACY,W,Writing,11-12,Grade 11-12,3e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
CCSS.ELA-LITERACY.W.11-12.4,ELA-LITERACY,W,Writing,11-12,Grade 11-12,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
CCSS.ELA-LITERACY.W.11-12.5,ELA-LITERACY,W,Writing,11-12,Grade 11-12,5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grades 11-12 here.)"
CCSS.ELA-LITERACY.W.11-12.6,ELA-LITERACY,W,Writing,11-12,Grade 11-12,6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
CCSS.ELA-LITERACY.W.11-12.7,ELA-LITERACY,W,Writing,11-12,Grade 11-12,7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-LITERACY.W.11-12.8,ELA-LITERACY,W,Writing,11-12,Grade 11-12,8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
CCSS.ELA-LITERACY.W.11-12.9,ELA-LITERACY,W,Writing,11-12,Grade 11-12,9,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.W.11-12.9.a,ELA-LITERACY,W,Writing,11-12,Grade 11-12,9a,"Apply grades 11-12 Reading standards to literature (e.g., ""Demonstrate knowledge of eighteenth, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics"")."
CCSS.ELA-LITERACY.W.11-12.9.b,ELA-LITERACY,W,Writing,11-12,Grade 11-12,9b,"Apply grades 11-12 Reading standards to literary nonfiction (e.g., ""Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]"")."
CCSS.ELA-LITERACY.W.11-12.10,ELA-LITERACY,W,Writing,11-12,Grade 11-12,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-LITERACY.WHST.11-12.1,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1,Write arguments focused on discipline-specific content.
CCSS.ELA-LITERACY.WHST.11-12.1.a,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1a,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences the claim(s), counterclaims, reasons, and evidence."
CCSS.ELA-LITERACY.WHST.11-12.1.b,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1b,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form that anticipates the audience's knowledge level, concerns, values, and possible biases."
CCSS.ELA-LITERACY.WHST.11-12.1.c,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1c,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
CCSS.ELA-LITERACY.WHST.11-12.1.d,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1d,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-LITERACY.WHST.11-12.1.e,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,1e,Provide a concluding statement or section that follows from or supports the argument presented.
CCSS.ELA-LITERACY.WHST.11-12.2,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes."
CCSS.ELA-LITERACY.WHST.11-12.2.a,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2a,"Introduce a topic and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-LITERACY.WHST.11-12.2.b,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2b,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience's knowledge of the topic."
CCSS.ELA-LITERACY.WHST.11-12.2.c,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2c,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
CCSS.ELA-LITERACY.WHST.11-12.2.d,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2d,"Use precise language, domain-specific vocabulary and techniques such as metaphor, simile, and analogy to manage the complexity of the topic; convey a knowledgeable stance in a style that responds to the discipline and context as well as to the expertise of likely readers."
CCSS.ELA-LITERACY.WHST.11-12.2.e,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,2e,"Provide a concluding statement or section that follows from and supports the information or explanation provided (e.g., articulating implications or the significance of the topic)."
CCSS.ELA-LITERACY.WHST.11-12.3,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,3,(See note; not applicable as a separate requirement)
CCSS.ELA-LITERACY.WHST.11-12.4,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-LITERACY.WHST.11-12.5,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
CCSS.ELA-LITERACY.WHST.11-12.6,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,6,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
CCSS.ELA-LITERACY.WHST.11-12.7,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,7,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-LITERACY.WHST.11-12.8,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,8,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
CCSS.ELA-LITERACY.WHST.11-12.9,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,9,"Draw evidence from informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.WHST.11-12.10,ELA-LITERACY,WHST,"Writing: History, Science & Technical Subjects",11-12,Grade 11-12,10,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
CCSS.ELA-LITERACY.CCRA.L.1,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
CCSS.ELA-LITERACY.CCRA.L.2,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
CCSS.ELA-LITERACY.CCRA.L.3,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,3,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
CCSS.ELA-LITERACY.CCRA.L.4,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases by using context clues, analyzing meaningful word parts, and consulting general and specialized reference materials, as appropriate."
CCSS.ELA-LITERACY.CCRA.L.5,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
CCSS.ELA-LITERACY.CCRA.L.6,ELA-LITERACY,CCRA.L,College and Career Readiness Anchor Standards for Language,,,6,"Acquire and use accurately a range of general academic and domain-specific words and phrases sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when encountering an unknown term important to comprehension or expression."
CCSS.ELA-LITERACY.CCRA.R.1,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,1,Read closely to determine what the text says explicitly and to make logical inferences from it; cite specific textual evidence when writing or speaking to support conclusions drawn from the text.
CCSS.ELA-LITERACY.CCRA.R.2,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,2,Determine central ideas or themes of a text and analyze their development; summarize the key supporting details and ideas.
CCSS.ELA-LITERACY.CCRA.R.3,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,3,"Analyze how and why individuals, events, or ideas develop and interact over the course of a text."
CCSS.ELA-LITERACY.CCRA.R.4,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,4,"Interpret words and phrases as they are used in a text, including determining technical, connotative, and figurative meanings, and analyze how specific word choices shape meaning or tone."
CCSS.ELA-LITERACY.CCRA.R.5,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,5,"Analyze the structure of texts, including how specific sentences, paragraphs, and larger portions of the text (e.g., a section, chapter, scene, or stanza) relate to each other and the whole."
CCSS.ELA-LITERACY.CCRA.R.6,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,6,Assess how point of view or purpose shapes the content and style of a text.
CCSS.ELA-LITERACY.CCRA.R.7,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,7,"Integrate and evaluate content presented in diverse media and formats, including visually and quantitatively, as well as in words.1"
CCSS.ELA-LITERACY.CCRA.R.8,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,8,"Delineate and evaluate the argument and specific claims in a text, including the validity of the reasoning as well as the relevance and sufficiency of the evidence."
CCSS.ELA-LITERACY.CCRA.R.9,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,9,Analyze how two or more texts address similar themes or topics in order to build knowledge or to compare the approaches the authors take.
CCSS.ELA-LITERACY.CCRA.R.10,ELA-LITERACY,CCRA.R,College and Career Readiness Anchor Standards for Reading,,,10,Read and comprehend complex literary and informational texts independently and proficiently.
CCSS.ELA-LITERACY.CCRA.SL.1,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,1,"Prepare for and participate effectively in a range of conversations and collaborations with diverse partners, building on others' ideas and expressing their own clearly and persuasively."
CCSS.ELA-LITERACY.CCRA.SL.2,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,2,"Integrate and evaluate information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-LITERACY.CCRA.SL.3,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,3,"Evaluate a speaker's point of view, reasoning, and use of evidence and rhetoric."
CCSS.ELA-LITERACY.CCRA.SL.4,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,4,"Present information, findings, and supporting evidence such that listeners can follow the line of reasoning and the organization, development, and style are appropriate to task, purpose, and audience."
CCSS.ELA-LITERACY.CCRA.SL.5,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,5,Make strategic use of digital media and visual displays of data to express information and enhance understanding of presentations.
CCSS.ELA-LITERACY.CCRA.SL.6,ELA-LITERACY,CCRA.SL,College and Career Readiness Anchor Standards for Speaking and Listening,,,6,"Adapt speech to a variety of contexts and communicative tasks, demonstrating command of formal English when indicated or appropriate."
CCSS.ELA-LITERACY.CCRA.W.1,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,1,Write arguments to support claims in an analysis of substantive topics or texts using valid reasoning and relevant and sufficient evidence.
CCSS.ELA-LITERACY.CCRA.W.2,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,2,"Write informative/explanatory texts to examine and convey complex ideas and information clearly and accurately through the effective selection, organization, and analysis of content."
CCSS.ELA-LITERACY.CCRA.W.3,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details and well-structured event sequences."
CCSS.ELA-LITERACY.CCRA.W.4,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
CCSS.ELA-LITERACY.CCRA.W.5,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,5,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach."
CCSS.ELA-LITERACY.CCRA.W.6,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,6,"Use technology, including the Internet, to produce and publish writing and to interact and collaborate with others."
CCSS.ELA-LITERACY.CCRA.W.7,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,7,"Conduct short as well as more sustained research projects based on focused questions, demonstrating understanding of the subject under investigation."
CCSS.ELA-LITERACY.CCRA.W.8,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,8,"Gather relevant information from multiple print and digital sources, assess the credibility and accuracy of each source, and integrate the information while avoiding plagiarism."
CCSS.ELA-LITERACY.CCRA.W.9,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,9,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-LITERACY.CCRA.W.10,ELA-LITERACY,CCRA.W,College and Career Readiness Anchor Standards for Writing,,,10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.MATH.CONTENT.K.CC.A.1,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,A1,Count to 100 by ones and by tens.
CCSS.MATH.CONTENT.K.CC.A.2,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,A2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).
CCSS.MATH.CONTENT.K.CC.A.3,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,A3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).
CCSS.MATH.CONTENT.K.CC.B.4,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,B4,Understand the relationship between numbers and quantities; connect counting to cardinality.
CCSS.MATH.CONTENT.K.CC.B.4.a,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,B4a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object."
CCSS.MATH.CONTENT.K.CC.B.4.b,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,B4b,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.
CCSS.MATH.CONTENT.K.CC.B.4.c,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,B4c,Understand that each successive number name refers to a quantity that is one larger.
CCSS.MATH.CONTENT.K.CC.B.5,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,B5,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20, count out that many objects."
CCSS.MATH.CONTENT.K.CC.C.6,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,C6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.1"
CCSS.MATH.CONTENT.K.CC.C.7,MATH.CONTENT,CC,Counting & Cardinality,K,Kindergarten,C7,Compare two numbers between 1 and 10 presented as written numerals.
